//ID	Luck	Skill	X	Y	AdOpt.	Level	ON/OFF	Item Name		Cost	BuyWithZen	BuyWithCredits	BuyWithGoldCredits 	Dur	Refi	SkCount	Harmony	EquipLvl	DW/SM   DK/BK   FE/ME  MG/DM   DL/LE   S/BS	RF	GL
0
//Season 1+
37	1	0	4	3	1	15	1	"Wing of Eternal"		150	0		1		1			220	0	0	0	400		3	0	0	0	0	0	0	0
38	1	0	4	3	1	15	1	"Wing of Illusion"		150	0		1		1			220	0	0	0	400		0	0	3	0	0	0	0	0
39	1	0	4	3	1	15	1	"Wing of Ruin"			150	0		1		1			220	0	0	0	400		0	0	0	3	0	0	0	0
40	1	0	2	3	1	15	1	"Cape of Emperor"		150	0		1		1			220	0	0	0	400		0	0	0	0	3	0	0	0
41	1	0	4	2	1	15	1	"Wing of Curse"			100	0		1		1			200	0	0	0	180		0	0	0	0	0	1	0	0
42	1	0	4	3	1	15	1	"Wind of Despair"		150	0		1		1			200	0	0	0	215		0	0	0	0	0	2	0	0
43	1	0	4	3	1	15	1	"Wing of Dimension"		150	0		1		1			220	0	0	0	400		0	0	0	0	0	3	0	0
44	0	0	1	1	0	0	0	"Crystal of Destruction"	100	0		1		1			0	0	0	0	0		0	2	0	0	0	0	0	0
45	0	0	1	1	0	0	0	"Crystal of Multi-Shot"		100	0		1		1			0	0	0	0	0		0	0	2	0	0	0	0	0
46	0	0	1	1	0	0	0	"Crystal of Recovery"		100	0		1		1			0	0	0	0	0		0	0	2	0	0	0	0	0
47	0	0	1	1	0	0	0	"Crystal of Flame Strike"	100	0		1		1			0	0	0	0	0		0	0	0	1	0	0	0	0
48	0	0	1	2	0	0	0	"Scroll of Chaotic Diseier"	100	0		1		1			0	0	0	0	0		0	0	0	0	1	0	0	0
60	0	0	1	1	0	0	1	"Seed (Fire)"			250	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
61	0	0	1	1	0	0	1	"Seed (Water)"			250	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
62	0	0	1	1	0	0	1	"Seed (Ice)"			250	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
63	0	0	1	1	0	0	1	"Seed (Wind)"			250	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
64	0	0	1	1	0	0	1	"Seed (Lightning)"		250	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
65	0	0	1	1	0	0	1	"Seed (Earth)"			250	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
70	0	0	1	1	0	0	0	"Empty Sphere lvl 1"		102	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
71	0	0	1	1	0	0	0	"Empty Sphere lvl 2"		122	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
72	0	0	1	1	0	0	0	"Empty Sphere lvl 3"		132	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
73	0	0	1	1	0	0	0	"Empty Sphere lvl 4"		142	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
74	0	0	1	1	0	0	0	"Empty Sphere lvl 5"		152	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
100	0	0	1	1	0	0	0	"Seed Sphere (Fire)"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
101	0	0	1	1	0	0	0	"Seed Sphere (Water)"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
102	0	0	1	1	0	0	0	"Seed Sphere (Ice)"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
103	0	0	1	1	0	0	0	"Seed Sphere (Wind)"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
104	0	0	1	1	0	0	0	"Seed Sphere (Lightning)"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
105	0	0	1	1	0	0	0	"Seed Sphere (Earth)"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
106	0	0	1	1	0	0	0	"Seed Sphere (Fire)"		2	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
107	0	0	1	1	0	0	0	"Seed Sphere (Water)"		2	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
108	0	0	1	1	0	0	0	"Seed Sphere (Ice)"		2	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
109	0	0	1	1	0	0	0	"Seed Sphere (Wind)"		2	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
110	0	0	1	1	0	0	0	"Seed Sphere (Lightning)"	2	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
111	0	0	1	1	0	0	0	"Seed Sphere (Earth)"		2	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
112	0	0	1	1	0	0	0	"Seed Sphere (Fire)"		3	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
113	0	0	1	1	0	0	0	"Seed Sphere (Water)"		3	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
114	0	0	1	1	0	0	0	"Seed Sphere (Ice)"		3	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
115	0	0	1	1	0	0	0	"Seed Sphere (Wind)"		3	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
116	0	0	1	1	0	0	0	"Seed Sphere (Lightning)"	3	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
117	0	0	1	1	0	0	0	"Seed Sphere (Earth)"		3	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
118	0	0	1	1	0	0	0	"Seed Sphere (Fire)"		4	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
119	0	0	1	1	0	0	0	"Seed Sphere (Water)"		4	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
120	0	0	1	1	0	0	0	"Seed Sphere (Ice)"		4	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
121	0	0	1	1	0	0	0	"Seed Sphere (Wind)"		4	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
122	0	0	1	1	0	0	0	"Seed Sphere (Lightning)"	4	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
123	0	0	1	1	0	0	0	"Seed Sphere (Earth)"		4	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
124	0	0	1	1	0	0	0	"Seed Sphere (Fire)"		5	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
125	0	0	1	1	0	0	0	"Seed Sphere (Water)"		5	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
126	0	0	1	1	0	0	0	"Seed Sphere (Ice)"		5	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
127	0	0	1	1	0	0	0	"Seed Sphere (Wind)"		5	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
128	0	0	1	1	0	0	0	"Seed Sphere (Lightning)"	5	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
129	0	0	1	1	0	0	0	"Seed Sphere (Earth)"		5	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
130	0	0	2	2	0	0	0	"Small Cape of Lords"		1	0		1		1			200	0	0	0	0		0	0	0	0	1	0	0	0
131	0	0	3	2	0	0	0	"Small Wings of Curse"		1	0		1		1			200	0	0	0	0		0	0	0	0	0	1	0	0
132	0	0	3	2	0	0	0	"Small Wings of Elf"		1	0		1		1			200	0	0	0	0		0	0	1	0	0	0	0	0
133	0	0	3	2	0	0	0	"Small Wings of Heaven"		1	0		1		1			200	0	0	0	0		1	0	0	1	0	0	0	0
134	0	0	3	2	0	0	0	"Small Wings of Satan"		1	0		1		1			200	0	0	0	0		0	1	0	1	0	0	0	0
//Season 6+
49	1	0	2	3	1	15	1	"Cape of Fighter"		120	0		1		1			200	0	0	0	180		0	0	0	0	0	0	1	0
50	1	0	2	3	1	15	1	"Cape of Overrule"		150	0		1		1			220	0	0	0	400		0	0	0	0	0	0	3	0
135	0	0	2	2	0	0	0	"Little Warriors Cloak"		1	0		1		1			200	0	0	0	0		0	0	0	0	0	0	1	0
136	0	0	1	1	0	0	0	"Bundled Jewel of Life"  	72	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
137	0	0	1	1	0	0	0	"Bundled Jewel of Creation"  	78	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
138	0	0	1	1	0	0	0	"Bundled Jewel of Guardian"  	0	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
139	0	0	1	1	0	0	0	"Bundled Gemstone"  		0	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
140	0	0	1	1	0	0	0	"Bundled Jewel of Harmony"  	25	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
141	0	0	1	1	0	0	0	"Bundled Jewel of Chaos"  	12	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
142	0	0	1	1	0	0	0	"Bundled Lower Refining Stone"  25	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
143	0	0	1	1	0	0	0	"Bundled Higer Refining Stone"  25	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
//Season 8+
144	0	0	1	1	0	0	0	"Mithril Fragment"		1	0		1		1			1	0	0	0	0		1	1	1	1	1	1	1	1
145	0	0	1	1	0	0	0	"Mithril"			1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
146	0	0	1	1	0	0	0	"Elixir Fragment"		1	0		1		1			1	0	0	0	0		1	1	1	1	1	1	1	1
147	0	0	1	1	0	0	0	"Elixir"			1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
148	0	0	1	1	0	0	0	"Mithril Fragment Bunch"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
149	0	0	1	1	0	0	0	"Elixir Fragment Bunch"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
150	0	0	2	1	0	0	0	"Jewel Combination Frame"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
151	0	0	1	2	0	0	0	"Spirit Powder"			1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
200	0	0	3	3	0	0	1	"Muren's Book of Magic"		300	0		1		1			5	0	0	0	0		1	1	1	1	1	1	1	1
201	0	0	3	3	0	0	1	"Scroll of Etramu"		300	0		1		1			5	0	0	0	0		1	1	1	1	1	1	1	1
202	0	0	3	3	0	0	1	"Lorencia Knights' Iron Shield"	300	0		1		1			5	0	0	0	0		1  	1	1	1	1	1	1	1
203	0	0	3	3	0	0	1	"Iron Shield of the Magic"	300	0		1		1			5	0	0	0	0		1  	1	1  	1  	1  	1  	1	1
204	0	0	3	3	0	0	1	"Hero Elixir"			300	0		1		1			5	0	0	0	0		1  	1	1	1	1	1	1	1
205	0	0	3	3	0	0	1	"Brave Hero Elixir"		300	0		1		1			5	0	0	0	0		1  	1	1	1	1	1	1	1
206	0	0	3	3	0	0	1	"Gladiator's Dagger"		300	0		1		1			5	0	0	0	0		1  	1	1	1	1	1	1	1
207	0	0	3	3	0	0	1	"Merciless Gladiator's Dagger"	300	0		1		1			5	0	0	0	0		1  	1	1	1	1	1	1	1
208	0	0	3	3	0	0	1	"Kundun's Madness Blade"	300	0		1		1			1	0	0	0	0		1  	1	1	1	1	1	1	1
209	0	0	3	3	0	0	1	"Kundun's Magic Spell Scroll"	300	0		1		1			1	0	0	0	0		1  	1	1	1	1	1	1	1
210	0	0	3	3	0	0	1	"Empire Guardians' Stronghold"	300	0		1		1			1	0	0	0	0		1  	1	1	1	1	1	1	1
211	0	0	3	3	0	0	1	"Ancient Icarus Scroll"		300	0		1		1			1	0	0	0	0		1  	1	1	1	1	1	1	1
212	0	0	3	3	0	0	1	"Arca's Prophecy"		300	0		1		1			1	0	0	0	0		1  	1	1	1	1	1	1	1
213	0	0	3	3	0	0	1	"Antonia's Sword"		300	0		1		1			1	0	0	0	0		1  	1	1	1	1	1	1	1
214	0	0	3	3	0	0	1	"Kundun's Seal Scroll"		300	0		1		1			1	0	0	0	0		1  	1	1	1	1	1	1	1
221	0	0	2	2	0	0	1	"Errtel of Anger"		110	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
231	0	0	2	2	0	0	1	"Errtel of Blessing"		115	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
241	0	0	2	2	0	0	1	"Errtel of Integrity"		120	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
251	0	0	2	2	0	0	1	"Errtel of Divinity"		125	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
261	0	0	2	2	0	0	1	"Errtel of Gale"		130	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
262	0	0	2	3	0	15	1	"Cloak of Death"		250	0		1		1			210	0	0	0	290		0	0	0	0	1	0	1	0
263	0	0	4	3	0	15	1	"Wings of Chaos"		250	0		1		1			210	0	0	0	290		0	2	0	1	0	0	0	0
264	0	0	4	3	0	15	1	"Wings of Magic"		250	0		1		1			210	0	0	0	290		2	0	0	1	0	2	0	0
265	0	0	4	3	0	15	1	"Wings of Fire"			250	0		1		1			210	0	0	0	290		0	0	2	0	0	0	0	0
266	0	0	4	3	0	15	1	"Wings of Conqueror"		250	0		1		1			255	0	0	0	280		2	2	2	1	1	2	1	0
267	0	0	4	3	0	15	1	"Wings of Angel and Devil"	250	0		1		1			255	0	0	0	350		2	2	2	1	1	2	1	0
//Season 10+
268	0	0	4	3	0	15	1	"Wings of Conqueror"		250	0		1		1			220	0	0	0	400		3	3	3	3	3	3	3	1
269	0	0	2	3	0	15	1	"Cloak of Limit"		250	0		1		1			200	0	0	0	180		0	0	0	0	0	0	0	1
270	0	0	2	3	0	15	1	"Cloak of Transcendence"	250	0		1		1			220	0	0	0	400		0	0	0	0	0	0	0	3
271	0	0	1	2	0	0	1	"Spin Step Scroll"		267	0		1		1			0	0	0	0	0		0	0	0	0	0	0	0	1
272	0	0	1	2	0	0	1	"Obsidian Scroll"		265	0		1		1			0	0	0	0	0		0	0	0	0	0	0	0	1
273	0	0	1	2	0	0	1	"Magic Pin Scroll"		269	0		1		1			0	0	0	0	0		0	0	0	0	0	0	0	1
274	0	0	1	2	0	0	1	"Harsh Strike Scroll"		261	0		1		1			0	0	0	0	0		0	0	0	0	0	0	0	1
275	0	0	1	2	0	0	1	"Shining Peak Scroll"		265	0		1		1			0	0	0	0	0		0	0	0	0	0	0	0	1
276	0	0	1	2	0	0	1	"Wrath Scroll"			264	0		1		1			0	0	0	0	0		0	0	0	0	0	0	0	1
277	0	0	1	2	0	0	1	"Breche Scroll"			268	0		1		1			0	0	0	0	0		0	0	0	0	0	0	0	1
278	0	0	2	2	0	0	1	"Small Cloak of Limit"		260	0		1		1			200	0	0	0	0		0	0	0	0	0	0	0	1
288	0	0	1	2	0	0	1	"Elemental Rune"		340	0		1		1			1	0	0	0	0		1	1	1	1	1	1	1	1
EndOfCat



//ID	Luck	Skill	X	Y	AdOpt.	Level	ON/OFF	Item Name			Cost	BuyWithZen	BuyWithCredits	BuyWithGoldCredits 	Dur	Refi	SkCount	Harmony	EquipLvl	DW/SM   DK/BK   FE/ME  MG/DM   DL/LE   S/BS	RF	GL
13
//Season 1+
0	0	0	1	1	0	0	1	"Guardian Angel"		23	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
1	0	0	1	1	0	0	1	"Imp"				28	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
2	0	0	1	1	0	0	1	"Horn of Uniria"		25	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
3	0	49	1	1	0	0	1	"Horn of Dinorant"		110	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
4	0	62	1	1	0	0	1	"Dark Horse"			218	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
5	0	0	1	1	0	0	1	"Dark Raven"			220	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
7	0	0	1	1	0	0	0	"Contract (Summon)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
8	0	0	1	1	0	15	1	"Ring of Ice"			120	0		1		1			50	0	0	0	0		1	1	1	1	1	1	1	1
9	0	0	1	1	0	15	1	"Ring of Poison"		117	0		1		1			50	0	0	0	0		1	1	1	1	1	1	1	1
10	0	0	1	1	0	0	0	"Transformation Ring"		1	0		1		1			200	0	0	0	0		1	1	1	1	1	1	1	1
11	0	0	1	1	0	0	0	"Order (Guardian/Life Stone)"	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
12	0	0	1	1	0	15	1	"Pendant of Lighting"		121	0		1		1			50	0	0	0	0		1	1	1	1	1	1	1	1
13	0	0	1	1	0	15	1	"Pendant of Fire"		113	0		1		1			50	0	0	0	0		1	1	1	1	1	1	1	1
14	0	0	1	2	0	0	0	"Lochs Feather"			1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
15	0	0	1	1	0	0	0	"Fruits"			1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
16	0	0	1	2	0	0	0	"Scroll of Archangel"		1	0		1		1			128	0	0	0	0		1	1	1	1	1	1	1	1
17	0	0	1	2	0	0	0	"Blood Bone"			1	0		1		1			128	0	0	0	0		1	1	1	1	1	1	1	1
18	0	0	2	2	0	0	0	"Invisibility Cloak"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
19	0	0	1	2	0	0	0	"Absolute Weapon of Archangel"	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
20	0	0	1	1	0	0	0	"Wizards Ring"			1	0		1		1			30	0	0	0	0		1	1	1	1	1	1	1	1
21	0	0	1	1	0	15	1	"Ring of Fire"			130	0		1		1			50	0	0	0	0		1	1	1	1	1	1	1	1
22	0	0	1	1	0	15	1	"Ring of Earth"			138	0		1		1			50	0	0	0	0		1	1	1	1	1	1	1	1
23	0	0	1	1	0	15	1	"Ring of Wind"			144	0		1		1			50	0	0	0	0		1	1	1	1	1	1	1	1
24	0	0	1	1	0	15	1	"Ring of Magic"			147	0		1		1			50	0	0	0	0		1	1	1	1	1	1	1	1
25	0	0	1	1	0	15	1	"Pendant of Ice"		134	0		1		1			50	0	0	0	0		1	1	1	1	1	1	1	1
26	0	0	1	1	0	15	1	"Pendant of Wind"		142	0		1		1			50	0	0	0	0		1	1	1	1	1	1	1	1
27	0	0	1	1	0	15	1	"Pendant of Water"		146	0		1		1			50	0	0	0	0		1	1	1	1	1	1	1	1
28	0	0	1	1	0	15	1	"Pendant of Ability"		150	0		1		1			50	0	0	0	0		1	1	1	1	1	1	1	1
29	0	0	2	2	0	0	0	"Armor of Guardsman"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
30	0	0	2	3	0	15	1	"Cape of Lord"			120	0		1		1			200	0	0	0	0		1	1	1	1	1	1	1	1
31	0	0	1	1	0	0	0	"Spirit"			1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
//Season 2+
32	0	0	1	1	0	0	0	"Splinter of Armor"		1	0		1		1			1	0	0	0	0		1	1	1	1	1	1	1	1
33	0	0	1	1	0	0	0	"Bless of Guardian"		1	0		1		1			1	0	0	0	0		1	1	1	1	1	1	1	1
34	0	0	1	1	0	0	0	"Claw of Beast"			1	0		1		1			1	0	0	0	0		1	1	1	1	1	1	1	1
35	0	0	1	1	0	0	0	"Fragment of Horn"		1	0		1		1			1	0	0	0	0		1	1	1	1	1	1	1	1
36	0	0	2	2	0	0	0	"Broken Horn"			1	0		1		1			1	0	0	0	0		1	1	1	1	1	1	1	1
37	0	0	2	2	0	0	1	"Horn of Fenrir"		1000	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
38	0	0	1	1	0	0	1	"Moonstone Pendant"		21	0		1		1			120	0	0	0	0		1	1	1	1	1	1	1	1
39	0	0	1	1	0	0	0	"Eilte Transfer Skeleton Ring"	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
40	0	0	1	1	0	0	0	"Jack Olantern Ring"		1	0		1		1			100	0	0	0	0		1	1	1	1	1	1	1	1
41	0	0	1	1	0	0	0	"Transfer Christmas Ring"	1	0		1		1			100	0	0	0	0		1	1	1	1	1	1	1	1
42	0	0	1	1	0	0	0	"Ring of GM"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
43	0	0	1	1	0	0	0	"Seal of Ascension"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
44	0	0	1	1	0	0	0	"Seal of Wealth"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
45	0	0	1	1	0	0	0	"Seal of Sustenance"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
46	0	0	1	1	0	0	0	"Devil Square Ticket"		1	0		1		1			10	0	0	0	0		1	1	1	1	1	1	1	1
47	0	0	1	1	0	0	0	"Blood Castle Ticket"		1	0		1		1			10	0	0	0	0		1	1	1	1	1	1	1	1
48	0	0	1	1	0	0	0	"Kalima Ticket"			1	0		1		1			10	0	0	0	0		1	1	1	1	1	1	1	1
//Season 4+
49	0	0	1	1	0	0	0	"Old Scroll"			1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
50	0	0	1	2	0	0	0	"Illusion Sorcerer Covenant"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
51	0	0	2	2	0	0	0	"Scroll of Blood"		1	0		1		1			1	0	0	0	0		1	1	1	1	1	1	1	1
52	0	0	1	2	0	0	0	"Condor Flame"			1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
53	0	0	1	2	0	0	0	"Condor Feather"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
54	0	0	1	1	0	0	0	"Reset Fruit Strength"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
55	0	0	1	1	0	0	0	"Reset Fruit Quickness"		1	0		1		1			100	0	0	0	0		1	1	1	1	1	1	1	1
56	0	0	1	1	0	0	0	"Reset Fruit Health"		1	0		1		1			100	0	0	0	0		1	1	1	1	1	1	1	1
57	0	0	1	1	0	0	0	"Reset Fruit Energy"		1	0		1		1			100	0	0	0	0		1	1	1	1	1	1	1	1
58	0	0	1	1	0	0	0	"Reset Fruit Control"		1	0		1		1			100	0	0	0	0		1	1	1	1	1	1	1	1
59	0	0	1	1	0	0	0	"Seal of Mobility"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
60	0	0	1	2	0	0	0	"Indulgence"			1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
61	0	0	1	1	0	0	0	"Illusion Temple Ticket"	1	0		1		1			10	0	0	0	0		1	1	1	1	1	1	1	1
62	0	0	1	1	0	0	0	"Seal of Healing"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
63	0	0	1	1	0	0	0	"Seal of Divinity"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
64	0	0	1	1	0	0	1	"Demon"				128	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
65	0	0	1	1	0	0	1	"Spirit of Guardian"		128	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
66	0	0	1	1	0	0	0	"Invitation to Santa Village"	1	0		1		1			10	0	0	0	0		1	1	1	1	1	1	1	1
67	0	0	1	1	0	0	1	"Pet Rudolf"			128	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
68	0	0	1	1	0	0	0	"Snowman Transformation Ring"	1	0		1		1			100	0	0	0	0		1	1	1	1	1	1	1	1
69	0	0	1	1	0	0	0	"Talisman of Resurrection"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
70	0	0	1	1	0	0	0	"Talisman of Mobility"		1	0		1		1			2	0	0	0	0		1	1	1	1	1	1	1	1
71	0	0	2	3	0	0	0	"Sword/Mace/Spear"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
72	0	0	2	3	0	0	0	"Staff"				1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
73	0	0	2	3	0	0	0	"Bow/Crossbow"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
74	0	0	2	3	0	0	0	"Scepter"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
75	0	0	2	3	0	0	0	"Stick"				1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
76	0	0	1	1	0	0	1	"Panda Ring"			128	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
80	0	0	1	1	0	0	1	"Pet Panda"			128	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
81	0	0	1	1	0	0	0	"Talisman of Guardian"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
82	0	0	1	1	0	0	0	"Talisman of Item Protection"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
83	0	0	1	1	0	0	0	"Talisman of Wings of Satan"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
84	0	0	1	1	0	0	0	"Talisman of Wings of Heaven"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
85	0	0	1	1	0	0	0	"Talisman of Wings of Elf"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
86	0	0	1	1	0	0	0	"Talisman of Wing of Curse"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
87	0	0	1	1	0	0	0	"Talisman of Cape of Emperor"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
88	0	0	1	1	0	0	0	"Talisman of Wings of Dragon"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
89	0	0	1	1	0	0	0	"Talisman of Wings of Soul"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
90	0	0	1	1	0	0	0	"Talisman of Wings of Spirits"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
91	0	0	1	1	0	0	0	"Talisman of Wing of Despair"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
92	0	0	1	1	0	0	0	"Talisman of Wings of Darkness"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
93	0	0	1	1	0	0	0	"Master Seal of Ascension"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
94	0	0	1	1	0	0	0	"Master Seal of Wealth"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
95	0	0	1	1	0	0	0	"Gladiators Honor"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
96	0	0	1	1	0	0	0	"Seal of Strength"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
97	0	0	1	1	0	0	0	"Item 13-97"			1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
98	0	0	1	1	0	0	0	"Item 13-98"			1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
99	0	0	1	1	0	0	0	"Item 13-99"			1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
103	0	0	1	1	0	0	0	"Party EXP Scroll"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
104	0	0	1	1	0	0	0	"Max AG Boost Aura"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
105	0	0	1	1	0	0	0	"Max SD Boost Aura"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
106	0	0	1	1	0	0	1	"Pet Unicorn"			128	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
107	0	0	1	1	0	0	0	"Lethal Wizards Ring"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
109	0	0	1	1	0	0	0	"Sapphire Ring"			1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
110	0	0	1	1	0	0	0	"Ruby Ring"			1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
